순번,시도명,시군구명,읍면동,마을회관명,소재지도로명주소,소재지지번주소
1,전라남도,해남군,계곡면,가학 마을회관,전라남도 해남군 계곡면 가학길 35,전라남도 해남군 계곡면 가학리 95
2,전라남도,해남군,계곡면,강절 마을회관,전라남도 해남군 계곡면 사촌길 103,전라남도 해남군 계곡면 강절리 379-2
3,전라남도,해남군,계곡면,당산 마을회관,전라남도 해남군 계곡면 당산길 30,전라남도 해남군 계곡면 당산리 355-1
4,전라남도,해남군,계곡면,신기 마을회관,전라남도 해남군 계곡면 신기리길 31,전라남도 해남군 계곡면 당산리 621-1
5,전라남도,해남군,계곡면,태인 마을회관,전라남도 해남군 계곡면 태인길 6,전라남도 해남군 계곡면 당산리 824
6,전라남도,해남군,계곡면,둔주 마을회관,전라남도 해남군 계곡면 둔주포안길 41,전라남도 해남군 계곡면 덕정리 11-3
7,전라남도,해남군,계곡면,덕정 마을회관,전라남도 해남군 계곡면 덕정길 14,전라남도 해남군 계곡면 덕정리 419-10
8,전라남도,해남군,계곡면,월암 마을회관,전라남도 해남군 계곡면 월암길 134,전라남도 해남군 계곡면 덕정리 871
9,전라남도,해남군,계곡면,반계 마을회관,전라남도 해남군 계곡면 반계길 33,전라남도 해남군 계곡면 반계리 349
10,전라남도,해남군,계곡면,대운 마을회관,전라남도 해남군 계곡면 대운길 69,전라남도 해남군 계곡면 반계리 405-1
11,전라남도,해남군,계곡면,방춘 마을회관,전라남도 해남군 계곡면 방춘길 150,전라남도 해남군 계곡면 방춘리 468-1
12,전라남도,해남군,계곡면,마고 마을회관,전라남도 해남군 계곡면 마고길 110,전라남도 해남군 계곡면 방춘리 557
13,전라남도,해남군,계곡면,법곡 마을회관,전라남도 해남군 계곡면 법곡길 142,전라남도 해남군 계곡면 법곡리 1127
14,전라남도,해남군,계곡면,월신 마을회관,전라남도 해남군 계곡면 큰월신길 34,전라남도 해남군 계곡면 법곡리 386
15,전라남도,해남군,계곡면,용호 마을회관,전라남도 해남군 계곡면 용호길 43,전라남도 해남군 계곡면 법곡리 42-1
16,전라남도,해남군,계곡면,장산 마을회관,전라남도 해남군 계곡면 장산길 59,전라남도 해남군 계곡면 법곡리 791-1
17,전라남도,해남군,계곡면,용지 마을회관,전라남도 해남군 계곡면 용지길 84,전라남도 해남군 계곡면 사정리 111-1
18,전라남도,해남군,계곡면,사정 마을회관,전라남도 해남군 계곡면 사정길 10,전라남도 해남군 계곡면 사정리 250
19,전라남도,해남군,계곡면,신촌 마을회관,전라남도 해남군 계곡면 신촌길 50,전라남도 해남군 계곡면 사정리 558
20,전라남도,해남군,계곡면,선진 마을회관,전라남도 해남군 계곡면 선진길 60,전라남도 해남군 계곡면 선진리 303
21,전라남도,해남군,계곡면,신주 마을회관,전라남도 해남군 계곡면 신주길 59,전라남도 해남군 계곡면 선진리 439-1
22,전라남도,해남군,계곡면,성진 마을회관,전라남도 해남군 계곡면 성진길 40,전라남도 해남군 계곡면 성진리 285-3
23,전라남도,해남군,계곡면,신성 마을회관,전라남도 해남군 계곡면 신성1길 9,전라남도 해남군 계곡면 성진리 39-2
24,전라남도,해남군,계곡면,무이 마을회관,전라남도 해남군 계곡면 무이길 105,전라남도 해남군 계곡면 성진리 733-1
25,전라남도,해남군,계곡면,신평 마을회관,전라남도 해남군 계곡면 신평길 39-15,전라남도 해남군 계곡면 신평리 454-3 
26,전라남도,해남군,계곡면,용계 마을회관,전라남도 해남군 계곡면 용계길 54-1,전라남도 해남군 계곡면 여수리 180
27,전라남도,해남군,계곡면,여수 마을회관,전라남도 해남군 계곡면 여수길 74,전라남도 해남군 계곡면 여수리 426
28,전라남도,해남군,계곡면,잠두 마을회관,전라남도 해남군 계곡면 잠두길 43,전라남도 해남군 계곡면 잠두리 175-5
29,전라남도,해남군,계곡면,만년 마을회관,전라남도 해남군 계곡면 만년동길 14,전라남도 해남군 계곡면 잠두리 189
30,전라남도,해남군,계곡면,장소 마을회관,전라남도 해남군 계곡면 장소길 60-9,전라남도 해남군 계곡면 장소리 347
31,전라남도,해남군,계곡면,황죽 마을회관,전라남도 해남군 계곡면 황죽길 149,전라남도 해남군 계곡면 황죽리 237
32,전라남도,해남군,마산면,노하 마을회관,전라남도 해남군 마산면 노하길 42,전라남도 해남군 마산면 노하리 163-1
33,전라남도,해남군,마산면,덕인 마을회관,전라남도 해남군 마산면 덕인길 50,전라남도 해남군 마산면 노하리 536
34,전라남도,해남군,마산면,원항 마을회관,전라남도 해남군 마산면 원항길 49,전라남도 해남군 마산면 노하리 777-3
35,전라남도,해남군,마산면,맹진 마을회관,전라남도 해남군 마산면 돌샘길 45,전라남도 해남군 마산면 맹진리 505-4
36,전라남도,해남군,마산면,북창 마을회관,전라남도 해남군 마산면 맹진길 17,전라남도 해남군 마산면 맹진리 628
37,전라남도,해남군,마산면,산막 마을회관,전라남도 해남군 마산면 산막길 48,전라남도 해남군 마산면 산막리 441-1
38,전라남도,해남군,마산면,호교 마을회관,전라남도 해남군 마산면 명량로 2605,전라남도 해남군 마산면 상동리 898-5
39,전라남도,해남군,마산면,장성 마을회관,전라남도 해남군 마산면 장성길 29,전라남도 해남군 마산면 상등리 185-5
40,전라남도,해남군,마산면,상등 마을회관,전라남도 해남군 마산면 상등길 40-1,전라남도 해남군 마산면 상등리 600-9
41,전라남도,해남군,마산면,송석 마을회관,전라남도 해남군 마산면 송석길 23,전라남도 해남군 마산면 송석리 281-1
42,전라남도,해남군,마산면,원덕 마을회관,전라남도 해남군 마산면 흑석로 203-45,전라남도 해남군 마산면 송석리 324
43,전라남도,해남군,마산면,월곡 마을회관,전라남도 해남군 마산면 영해동길 27-12,전라남도 해남군 마산면 송석리 532-1
44,전라남도,해남군,마산면,월산 마을회관,전라남도 해남군 마산면 영해동길 88,전라남도 해남군 마산면 송석리 604-3
45,전라남도,해남군,마산면,당두 마을회관,전라남도 해남군 마산면 당두길 58,전라남도 해남군 마산면 연구리 1275
46,전라남도,해남군,마산면,연구 마을회관,전라남도 해남군 마산면 연구길 283-2,전라남도 해남군 마산면 연구리 362-1
47,전라남도,해남군,마산면,지동 마을회관,전라남도 해남군 마산면 지동길 43,전라남도 해남군 마산면 연구리 527
48,전라남도,해남군,마산면,추당 마을회관,전라남도 해남군 마산면 추당길 38,전라남도 해남군 마산면 연구리 62-1
49,전라남도,해남군,마산면,신당 마을회관,전라남도 해남군 마산면 신당길 107,전라남도 해남군 마산면 연구리 818-6
50,전라남도,해남군,마산면,외호 마을회관,전라남도 해남군 마산면 외호길 55,전라남도 해남군 마산면 외호리 753
51,전라남도,해남군,마산면,대상 마을회관,전라남도 해남군 마산면 대상길 6,전라남도 해남군 마산면 용전리 114-1
52,전라남도,해남군,마산면,신덕 마을회관,전라남도 해남군 마산면 신덕길 17,전라남도 해남군 마산면 용전리 399-5
53,전라남도,해남군,마산면,신기 마을회관,전라남도 해남군 마산면 신기길 35,전라남도 해남군 마산면 용전리 428
54,전라남도,해남군,마산면,용반 마을회관,전라남도 해남군 마산면 용반길 79-5,전라남도 해남군 마산면 용전리 681
55,전라남도,해남군,마산면,용전 마을회관,전라남도 해남군 마산면 용전길 69,전라남도 해남군 마산면 용전리 78-3
56,전라남도,해남군,마산면,고암 마을회관,전라남도 해남군 마산면 원호맹진로 465,전라남도 해남군 마산면 용전리 793-4
57,전라남도,해남군,마산면,남계 마을회관,전라남도 해남군 마산면 은적사길 177,전라남도 해남군 마산면 장촌리 392-1
58,전라남도,해남군,마산면,장촌 마을회관,전라남도 해남군 마산면 은적사길 153,전라남도 해남군 마산면 장촌리 500
59,전라남도,해남군,마산면,오호 마을회관,전라남도 해남군 마산면 오호길 85,전라남도 해남군 마산면 학의리 1109-1
60,전라남도,해남군,마산면,금자 마을회관,전라남도 해남군 마산면 금자길 78,전라남도 해남군 마산면 학의리 175-1
61,전라남도,해남군,마산면,학의 마을회관,전라남도 해남군 마산면 학의길 45,전라남도 해남군 마산면 학의리 447-1
62,전라남도,해남군,마산면,용소 마을회관,전라남도 해남군 마산면 용소길 33,전라남도 해남군 마산면 학의리 591-1
63,전라남도,해남군,마산면,육일시 마을회관,전라남도 해남군 마산면 원호맹진로 374,전라남도 해남군 마산면 학의리 990-5
64,전라남도,해남군,마산면,후동 마을회관,전라남도 해남군 마산면 후동길 24-1,전라남도 해남군 마산면 화내리 10-1
65,전라남도,해남군,마산면,화내 마을회관,전라남도 해남군 마산면 화내길 34,전라남도 해남군 마산면 화내리 509
66,전라남도,해남군,마산면,안정 마을회관,전라남도 해남군 마산면 마산로 410-1,전라남도 해남군 마산면 화내리 637-16
67,전라남도,해남군,문내면,고당 마을회관,전라남도 해남군 문내면 일성길 15,전라남도 해남군 문내면 고당리 149-2
68,전라남도,해남군,문내면,고전 마을회관,전라남도 해남군 문내면 고전길 38,전라남도 해남군 문내면 고당리 314-1
69,전라남도,해남군,문내면,고대 마을회관,전라남도 해남군 문내면 고대길 30,전라남도 해남군 문내면 고평리 227-4
70,전라남도,해남군,문내면,고평 마을회관,전라남도 해남군 문내면 고평길 37,전라남도 해남군 문내면 고평리 462-1
71,전라남도,해남군,문내면,난대 마을회관,전라남도 해남군 문내면 난대길 44,전라남도 해남군 문내면 난대리 404-9
72,전라남도,해남군,문내면,남외 마을회관,전라남도 해남군 문내면 우수영안길 27-16,전라남도 해남군 문내면 동외리 1056
73,전라남도,해남군,문내면,동내 마을회관,전라남도 해남군 문내면 동헌길 32-7,전라남도 해남군 문내면 동외리 1145
74,전라남도,해남군,문내면,동외 마을회관,전라남도 해남군 문내면 우수영안길 5,전라남도 해남군 문내면 동외리 890-9
75,전라남도,해남군,문내면,동영 마을회관,전라남도 해남군 문내면 동영길 41-19,전라남도 해남군 문내면 동외리 919-16
76,전라남도,해남군,문내면,무고 마을회관,전라남도 해남군 문내면 무고길 64,전라남도 해남군 문내면 무고리 168-1
77,전라남도,해남군,문내면,궁항 마을회관,전라남도 해남군 문내면 우수영로 973,전라남도 해남군 문내면 무고리 1783-1
78,전라남도,해남군,문내면,외암 마을회관,전라남도 해남군 문내면 외암길 49,전라남도 해남군 문내면 무고리 582-1
79,전라남도,해남군,문내면,공영 마을회관,전라남도 해남군 문내면 공영길 55-20,전라남도 해남군 문내면 무고리 853-6
80,전라남도,해남군,문내면,용정 마을회관,전라남도 해남군 문내면 공영길 199,전라남도 해남군 문내면 무고리 902-13
81,전라남도,해남군,문내면,증도 마을회관,전라남도 해남군 문내면 증도길 15,전라남도 해남군 문내면 무고리 996
82,전라남도,해남군,문내면,서외 마을회관,전라남도 해남군 문내면 남문길 44,전라남도 해남군 문내면 서상리 205-2
83,전라남도,해남군,문내면,서상 마을회관,전라남도 해남군 문내면 북문길 22,전라남도 해남군 문내면 서상리 289
84,전라남도,해남군,문내면,서하 마을회관,전라남도 해남군 문내면 남문길 26,전라남도 해남군 문내면 서상리 399
85,전라남도,해남군,문내면,목삼 마을회관,전라남도 해남군 문내면 목삼길 1,전라남도 해남군 문내면 석교리 108-4
86,전라남도,해남군,문내면,심동 마을회관,전라남도 해남군 문내면 심동길 110,전라남도 해남군 문내면 석교리 1200-6
87,전라남도,해남군,문내면,석교 마을회관,전라남도 해남군 문내면 석교길 87-6,전라남도 해남군 문내면 석교리 1335-8
88,전라남도,해남군,문내면,삼덕 마을회관,전라남도 해남군 문내면 삼덕길 4,전라남도 해남군 문내면 석교리 1648-5
89,전라남도,해남군,문내면,송정 마을회관,전라남도 해남군 문내면 진등길 31,전라남도 해남군 문내면 석교리 1810-20
90,전라남도,해남군,문내면,일정 마을회관,전라남도 해남군 문내면 일정길 188,전라남도 해남군 문내면 석교리 356-3
91,전라남도,해남군,문내면,신창 마을회관,전라남도 해남군 문내면 신창안길 16,전라남도 해남군 문내면 석교리 648-1
92,전라남도,해남군,문내면,선두 마을회관,전라남도 해남군 문내면 하마산길 70,전라남도 해남군 문내면 선두리 371-106
93,전라남도,해남군,문내면,남하 마을회관,전라남도 해남군 문내면 우수영안길 69,전라남도 해남군 문내면 선두리 491-2
94,전라남도,해남군,문내면,남상 마을회관,전라남도 해남군 문내면 남문길 8,전라남도 해남군 문내면 선두리 637-1
95,전라남도,해남군,문내면,임하 마을회관,전라남도 해남군 문내면 임하길 109-3,전라남도 해남군 문내면 예락리 1372-1
96,전라남도,해남군,문내면,양정 마을회관,전라남도 해남군 문내면 양정길 172-14,전라남도 해남군 문내면 예락리 235-11
97,전라남도,해남군,문내면,동리 마을회관,전라남도 해남군 문내면 골몰길 8,전라남도 해남군 문내면 예락리 74-11
98,전라남도,해남군,문내면,예락 마을회관,전라남도 해남군 문내면 예락길 49,전라남도 해남군 문내면 예락리 860-6
99,전라남도,해남군,문내면,이목 마을회관,전라남도 해남군 문내면 명량로 908-8,전라남도 해남군 문내면 용암리 13-1
100,전라남도,해남군,문내면,원문 마을회관,전라남도 해남군 문내면 원문길 10,전라남도 해남군 문내면 용암리 240-2
101,전라남도,해남군,문내면,신월 마을회관,전라남도 해남군 문내면 신월길 33,전라남도 해남군 문내면 용암리 267
102,전라남도,해남군,문내면,사교 마을회관,전라남도 해남군 문내면 사교길 31,전라남도 해남군 문내면 용암리 300-6
103,전라남도,해남군,문내면,신흥 마을회관,전라남도 해남군 문내면 옥매길 6,전라남도 해남군 문내면 용암리 40-106
104,전라남도,해남군,문내면,원동 마을회관,전라남도 해남군 문내면 원동리길 30-14,전라남도 해남군 문내면 용암리 733-1
105,전라남도,해남군,문내면,용암 마을회관,전라남도 해남군 문내면 용암길 34,전라남도 해남군 문내면 용암리 960-1
106,전라남도,해남군,문내면,갈우 마을회관,전라남도 해남군 문내면 문내화원로 388-5,전라남도 해남군 문내면 충평리 178-5
107,전라남도,해남군,문내면,신평 마을회관,전라남도 해남군 문내면 청다리길 46,전라남도 해남군 문내면 충평리 298-8
108,전라남도,해남군,문내면,충평 마을회관,전라남도 해남군 문내면 충평길 121,전라남도 해남군 문내면 충평리 377-1
109,전라남도,해남군,문내면,명량 마을회관,전라남도 해남군 문내면 안골길 72,전라남도 해남군 문내면 학동리 1066
110,전라남도,해남군,문내면,충무 마을회관,전라남도 해남군 문내면 충무길 19-1,전라남도 해남군 문내면 학동리 1245
111,전라남도,해남군,문내면,삼정 마을회관,전라남도 해남군 문내면 학동길 323,전라남도 해남군 문내면 학동리 131-10
112,전라남도,해남군,문내면,학동 마을회관,전라남도 해남군 문내면 학동길 183,전라남도 해남군 문내면 학동리 456-1
113,전라남도,해남군,북일면,갈두 마을회관,전라남도 해남군 북일면 갈두길 181,전라남도 해남군 북일면 금당리 169-5
114,전라남도,해남군,북일면,금당 마을회관,전라남도 해남군 북일면 금당길 26,전라남도 해남군 북일면 금당리 331-3
115,전라남도,해남군,북일면,원동 마을회관,전라남도 해남군 북일면 원동길 36,전라남도 해남군 북일면 내동리 495-5
116,전라남도,해남군,북일면,내동 마을회관,전라남도 해남군 북일면 내동길 19,전라남도 해남군 북일면 내동리 705-1
117,전라남도,해남군,북일면,만수 마을회관,전라남도 해남군 북일면 만수길 50,전라남도 해남군 북일면 만수리 56-1
118,전라남도,해남군,북일면,용산 마을회관,전라남도 해남군 북일면 용산길 45,전라남도 해남군 북일면 방산리 446-2
119,전라남도,해남군,북일면,신방 마을회관,전라남도 해남군 북일면 신방길 166,전라남도 해남군 북일면 방산리 561
120,전라남도,해남군,북일면,방산 마을회관,전라남도 해남군 북일면 방산길 25,전라남도 해남군 북일면 방산리 77
121,전라남도,해남군,북일면,월성 마을회관,전라남도 해남군 북일면 월성길 32,전라남도 해남군 북일면 신월리 231
122,전라남도,해남군,북일면,신월 마을회관,전라남도 해남군 북일면 신월리길 23,전라남도 해남군 북일면 신월리 91-2
123,전라남도,해남군,북일면,용운 마을회관,전라남도 해남군 북일면 용일길 53,전라남도 해남군 북일면 용일리 497-1
124,전라남도,해남군,북일면,용원 마을회관,전라남도 해남군 북일면 용일길 95,전라남도 해남군 북일면 용일리 572-1
125,전라남도,해남군,북일면,용일 마을회관,전라남도 해남군 북일면 용일길 128,전라남도 해남군 북일면 용일리 749-1
126,전라남도,해남군,북일면,수동 마을회관,전라남도 해남군 북일면 운수길 59,전라남도 해남군 북일면 운전리 316
127,전라남도,해남군,북일면,장전 마을회관,전라남도 해남군 북일면 장전길 36,전라남도 해남군 북일면 운전리 364-1
128,전라남도,해남군,북일면,장수 마을회관,전라남도 해남군 북일면 영장수길 73,전라남도 해남군 북일면 운전리 586-4
129,전라남도,해남군,북일면,운전 마을회관,전라남도 해남군 북일면 운수길 1,전라남도 해남군 북일면 운전리 768-1
130,전라남도,해남군,북일면,만월 마을회관,전라남도 해남군 북일면 만월길 18-13,전라남도 해남군 북일면 흥촌리 158-5
131,전라남도,해남군,북일면,흥촌 마을회관,전라남도 해남군 북일면 흥촌길 4,전라남도 해남군 북일면 흥촌리 343-1
132,전라남도,해남군,북일면,삼성 마을회관,전라남도 해남군 북일면 삼성길 74,전라남도 해남군 북일면 흥촌리 849-7
133,전라남도,해남군,북평면,남창 마을회관,전라남도 해남군 북평면 한밭등길 66-9,전라남도 해남군 북평면 남창리 318-0
134,전라남도,해남군,북평면,신기 마을회관,전라남도 해남군 북평면 천태산길 37,전라남도 해남군 북평면 남창리 742-3
135,전라남도,해남군,북평면,동촌 마을회관,전라남도 해남군 북평면 동촌길 14,전라남도 해남군 북평면 동해리 452-6
136,전라남도,해남군,북평면,동해 마을회관,전라남도 해남군 북평면 동해길 97,전라남도 해남군 북평면 동해리 848-1
137,전라남도,해남군,북평면,신평 마을회관,전라남도 해남군 북평면 평등길 13,전라남도 해남군 북평면 서홍리 1404
138,전라남도,해남군,북평면,신홍 마을회관,전라남도 해남군 북평면 신홍길 41,전라남도 해남군 북평면 서홍리 154-3
139,전라남도,해남군,북평면,묵동 마을회관,전라남도 해남군 북평면 묵동길 1,전라남도 해남군 북평면 서홍리 443-2
140,전라남도,해남군,북평면,서홍 마을회관,전라남도 해남군 북평면 서홍원길 1,전라남도 해남군 북평면 서홍리 906-2
141,전라남도,해남군,북평면,남성 마을회관,전라남도 해남군 북평면 남성리길 22,전라남도 해남군 북평면 영전리 1439-5
